"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","41","34","0","0","1","30","1","107","0","COUNTY TRANSFER - OUT","14","21","1","0","0","12","2","50"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","38","29","0","0","0","5","1","73"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","21","21","0","0","0","17","0","59"
"IN PERSON","1","2","0","0","0","0","0","3","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","25","0","0","0","18","0","57","2","MOVED OUT OF STATE","10","24","0","0","0","9","0","43"
"NVRA BY MAIL","1","0","0","0","0","2","0","3","0","OTHER","1","2","0","0","0","0","0","3"
"OTHER MEANS","0","1","0","0","0","0","0","1","53","VOTER REQUEST","1","2","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","19","14","0","0","0","7","0","40"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","59","62","0","0","1","50","1","173","58","TOTAL","106","113","1","0","0","50","3","273"
