"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","20","11","0","0","0","6","0","37","7","COUNTY TRANSFER - OUT","81","63","0","0","1","39","0","184"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","10","1","0","0","0","2","0","13"
"FROM ANOTHER BOARD","1","1","0","0","0","1","0","3","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","49","0","0","0","31","1","118","12","MOVED OUT OF STATE","1","1","0","0","0","0","0","2"
"NVRA BY MAIL","1","4","0","0","0","2","0","7","0","OTHER","1","2","0","0","0","1","0","4"
"OTHER MEANS","0","0","0","0","0","1","0","1","0","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","11","0","0","0","1","0","21"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","60","66","0","0","0","41","1","168","19","TOTAL","103","78","0","0","1","43","0","225"
