"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","50","29","0","0","3","31","0","113","15","COUNTY TRANSFER - OUT","24","18","0","0","0","11","0","53"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","70","42","0","0","0","7","2","121"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","3","0","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","98","45","0","0","2","73","2","220"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","53","40","1","1","3","37","0","135","37","MOVED OUT OF STATE","4","4","0","0","0","5","1","14"
"NVRA BY MAIL","1","0","0","0","1","1","0","3","0","OTHER","2","0","0","0","0","2","0","4"
"OTHER MEANS","2","0","0","0","0","0","0","2","4","VOTER REQUEST","1","1","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","7","1","0","0","0","0","0","8"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","3","2","0","0","0","0","0","5","0","","","","","","","","",""
"TOTAL","109","71","1","1","7","69","0","258","56","TOTAL","208","114","0","0","2","100","5","429"
