"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","18","16","0","0","0","5","0","39","0","COUNTY TRANSFER - OUT","13","12","1","0","1","11","1","39"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","0","0","0","0","0","0","2"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","253","234","0","0","1","33","1","522"
"IN PERSON","0","1","0","0","0","1","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","13","12","0","2","1","9","0","37","5","MOVED OUT OF STATE","0","1","0","0","0","4","0","5"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","1","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","1","0","3"
"SOCIAL SERVICES","0","0","0","0","0","2","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","32","30","0","2","1","17","0","82","5","TOTAL","269","248","1","0","2","49","2","571"
