"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","1","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","66","61","0","0","0","50","0","177","0","COUNTY TRANSFER - OUT","68","47","2","0","2","53","0","172"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","34","29","0","0","0","12","0","75"
"FROM ANOTHER BOARD","3","0","0","0","0","1","0","4","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","134","120","1","0","0","97","0","352"
"IN PERSON","1","3","0","0","0","3","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","126","122","1","1","3","134","2","389","10","MOVED OUT OF STATE","103","114","0","0","1","61","0","279"
"NVRA BY MAIL","4","4","0","0","0","4","0","12","0","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","87","111","2","0","2","67","0","269"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","204","191","1","1","3","194","2","596","10","TOTAL","427","421","5","0","5","290","0","1,148"
