"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","16","16","0","0","1","17","0","50","8","COUNTY TRANSFER - OUT","19","21","0","0","0","17","2","59"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","4","0","0","0","7","0","15"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","57","41","0","0","0","8","1","107"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","190","199","1","0","5","149","0","544"
"IN PERSON","1","1","0","0","0","0","0","2","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","58","49","0","0","1","36","0","144","22","MOVED OUT OF STATE","5","9","0","0","0","3","0","17"
"NVRA BY MAIL","0","2","0","0","0","1","0","3","1","OTHER","5","3","0","0","0","0","0","8"
"OTHER MEANS","0","1","0","0","0","1","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","2","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","75","70","0","0","2","57","0","204","33","TOTAL","280","279","1","0","5","184","3","752"
