"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","2","0","0","0","1","0","8","10","BOARD ACTION","9","3","0","0","0","1","0","13"
"BY MAIL","3,241","1,265","25","3","34","1,379","31","5,978","1,114","COUNTY TRANSFER - OUT","4,549","1,736","27","1","39","1,643","57","8,052"
"DESIGNATED STATE AGENCIES","88","28","0","0","1","22","0","139","9","CRIMINAL CONVICTION","68","14","0","0","0","26","2","110"
"ELDERLY / DISABLED","2","1","0","0","0","1","0","4","8","DEATH NOTICE","2,222","800","4","1","0","282","12","3,321"
"FROM ANOTHER BOARD","23","11","1","0","0","11","1","47","36","DUPLICATE","132","55","2","0","2","23","2","216"
"PROVISIONAL BALLOT","10","3","0","0","0","1","0","14","48","MAIL VERIFICATION (NVRA)","5,248","2,264","27","2","40","1,629","240","9,450"
"IN PERSON","122","34","1","0","2","28","1","188","105","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5,756","2,327","45","12","77","3,339","51","11,607","1,399","MOVED OUT OF STATE","1,111","712","6","0","11","451","22","2,313"
"NVRA BY MAIL","97","72","3","0","3","69","2","246","12","OTHER","71","24","0","0","2","44","0","141"
"OTHER MEANS","118","33","0","0","1","21","1","174","598","VOTER REQUEST","12","16","0","0","0","5","0","33"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","425","306","3","0","3","215","7","959"
"SOCIAL SERVICES","50","10","0","1","0","21","1","83","20","","","","","","","","",""
"VOLUNTEER","5","2","0","0","0","2","0","9","1","","","","","","","","",""
"TOTAL","9,517","3,788","75","16","118","4,895","88","18,497","3,360","TOTAL","13,847","5,930","69","4","97","4,319","342","24,608"
