"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","247","94","3","0","4","134","2","484","68","COUNTY TRANSFER - OUT","274","90","2","0","0","101","1","468"
"DESIGNATED STATE AGENCIES","5","0","0","0","0","2","0","7","1","CRIMINAL CONVICTION","2","3","0","0","0","1","1","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","542","285","1","0","0","144","1","973"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","1","DUPLICATE","4","4","0","0","0","4","0","12"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","13","MAIL VERIFICATION (NVRA)","24","13","0","0","0","12","0","49"
"IN PERSON","5","3","0","0","1","0","0","9","42","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","976","293","9","2","12","714","13","2,019","364","MOVED OUT OF STATE","202","109","0","0","2","93","0","406"
"NVRA BY MAIL","3","1","0","0","0","0","0","4","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","4","0","0","0","0","0","0","4","34","VOTER REQUEST","1","1","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","1","0","0","0","5","0","18"
"SOCIAL SERVICES","5","0","0","0","0","0","0","5","2","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","1","","","","","","","","",""
"TOTAL","1,246","392","12","2","17","850","15","2,534","526","TOTAL","1,061","506","3","0","2","362","3","1,937"
