"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","0","2","0","BOARD ACTION","1","0","0","0","0","0","0","1"
"BY MAIL","265","150","3","0","4","150","4","576","502","COUNTY TRANSFER - OUT","419","135","4","0","3","156","5","722"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","1","DEATH NOTICE","1","1","0","0","0","0","0","2"
"FROM ANOTHER BOARD","8","1","0","0","0","5","0","14","8","DUPLICATE","4","3","0","0","0","3","0","10"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","2","5","MAIL VERIFICATION (NVRA)","21","15","1","0","0","14","0","51"
"IN PERSON","6","0","0","0","0","3","0","9","9","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","239","112","1","0","5","167","1","525","27","MOVED OUT OF STATE","31","25","0","0","2","17","1","76"
"NVRA BY MAIL","8","1","0","0","0","3","1","13","2","OTHER","5","2","0","0","0","2","0","9"
"OTHER MEANS","12","4","0","0","0","2","0","18","34","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","0","0","0","0","1","0","4"
"SOCIAL SERVICES","2","0","0","0","0","2","1","5","5","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"TOTAL","545","270","4","0","9","333","7","1,168","593","TOTAL","485","181","5","0","5","193","6","875"
