"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","49","26","0","0","0","26","0","101","6","COUNTY TRANSFER - OUT","105","32","0","0","0","26","1","164"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","74","26","0","0","0","14","1","115"
"FROM ANOTHER BOARD","1","1","0","0","0","2","1","5","0","DUPLICATE","6","3","0","0","0","1","0","10"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","3","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","164","55","0","0","1","74","0","294","45","MOVED OUT OF STATE","4","11","0","0","0","7","0","22"
"NVRA BY MAIL","2","0","0","0","0","4","0","6","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","6","2","0","0","0","2","1","11","0","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","1","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","225","88","0","0","1","109","2","425","51","TOTAL","190","73","0","0","0","49","2","314"
