"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","78","84","1","0","2","64","0","229","8","COUNTY TRANSFER - OUT","114","140","2","0","1","73","1","331"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","0","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","46","42","0","1","0","5","0","94"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","5","7","0","0","0","2","0","14"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","1","0","1"
"IN PERSON","1","2","0","0","0","3","0","6","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","51","102","0","0","0","66","0","219","37","MOVED OUT OF STATE","12","21","2","0","0","12","1","48"
"NVRA BY MAIL","2","2","0","0","0","2","0","6","0","OTHER","2","1","0","0","0","0","0","3"
"OTHER MEANS","0","3","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","99","123","0","0","1","76","2","301"
"SOCIAL SERVICES","3","0","0","0","0","0","0","3","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","137","195","1","0","2","135","0","470","47","TOTAL","278","334","4","1","2","169","4","792"
