"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","294","100","0","1","26","1","422","446","BOARD ACTION","2","1","0","0","5","0","8"
"BY MAIL","1162","318","3","6","252","16","1,757","450","CONFIRMATION MAIL","3","2","0","0","1","0","6"
"DESIGNATED STATE AGENCIES","9","10","0","0","4","1","24","66","COUNTY TRANSFER - OUT","4,962","1,564","34","49","1,426","38","8,073"
"ELDERLY / DISABLED","29","3","0","0","2","0","34","5","CRIMINAL CONVICTION","88","18","0","4","43","0","153"
"FROM ANOTHER BOARD","23","11","0","0","0","1","35","25","DEATH NOTICE","3,825","1,745","6","9","568","61","6,214"
"PROVISIONAL BALLOT","1497","523","8","5","157","6","2,196","1,065","DUPLICATE","346","152","1","1","124","18","642"
"IN PERSON","252","106","1","1","17","2","379","40","MAIL VERIFICATION (NVRA)","1","0","0","0","1","0","2"
"MOTOR VEHICLE ADMINISTRATION","3633","1166","18","43","1348","27","6,235","556","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","151","66","0","0","44","0","261","50","MOVED OUT OF STATE","564","259","2","3","224","10","1,062"
"ONLINE REGISTRATION","6879","2643","15","74","1220","56","10,887","325","OTHER","115","20","0","0","28","1","164"
"OTHER MEANS","569","162","2","6","178","6","923","603","VOTER REQUEST","4","6","0","0","5","0","15"
"RECRUITING","0","0","0","0","0","0","0","3","","","","","","","","0"
"SAME DAY REGISTRATION","1073","290","0","2","30","2","1,397","3","","","","","","","",""
"SOCIAL SERVICES","58","13","0","0","16","0","87","56","","","","","","","",""
"VOLUNTEER","1496","182","1","6","323","10","2,018","0","","","","","","","",""
"TOTAL","17,125","5,593","48","144","3,617","128","26,655","3,693","TOTAL","9,910","3,767","43","66","2,425","128","16,339"
