"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","1","0","3","8","BOARD ACTION","1","1","0","0","0","0","2"
"BY MAIL","900","443","8","13","464","18","1,846","1,031","CONFIRMATION MAIL","112","31","0","2","30","5","180"
"DESIGNATED STATE AGENCIES","14","10","0","0","7","0","31","2","COUNTY TRANSFER - OUT","3,860","1,568","27","46","1,580","46","7,127"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","1","CRIMINAL CONVICTION","16","4","0","0","4","0","24"
"FROM ANOTHER BOARD","12","9","0","0","5","1","27","23","DEATH NOTICE","2,399","1,035","4","4","360","51","3,853"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","9","DUPLICATE","63","24","0","0","17","4","108"
"IN PERSON","106","19","0","1","22","1","149","156","MAIL VERIFICATION (NVRA)","6,355","3,947","42","86","3,470","103","14,003"
"MOTOR VEHICLE ADMINISTRATION","7762","3593","66","164","4654","76","16,315","1,127","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","42","29","0","1","28","0","100","32","MOVED OUT OF STATE","520","392","3","10","234","13","1,172"
"ONLINE REGISTRATION","252","128","5","16","110","7","518","15","OTHER","48","18","1","3","37","1","108"
"OTHER MEANS","197","35","1","0","58","1","292","548","VOTER REQUEST","17","4","0","0","3","0","24"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SOCIAL SERVICES","22","6","0","0","10","0","38","11","","","","","","","",""
"VOLUNTEER","3","1","0","0","4","0","8","0","","","","","","","",""
"TOTAL","9,313","4,274","80","195","5,363","104","19,329","2,963","TOTAL","13,391","7,024","77","151","5,735","223","26,601"
