"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","13","6","0","0","1","0","2","0","22","24","BOARD ACTION","3","0","0","0","0","0","1","0","4"
"BY MAIL","861","491","8","1","1","17","360","7","1,746","304","COUNTY TRANSFER - OUT","1,954","830","20","1","30","15","586","36","3,472"
"DESIGNATED STATE AGENCIES","108","43","0","0","7","0","38","2","198","6","CRIMINAL CONVICTION","260","55","2","0","4","0","60","2","383"
"ELDERLY / DISABLED","35","8","0","0","3","0","4","0","50","0","DEATH NOTICE","1,787","615","4","0","12","0","162","15","2,595"
"FROM ANOTHER BOARD","23","13","0","0","1","0","8","1","46","20","DUPLICATE","336","90","1","0","1","1","88","17","534"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","0","2","9","MAIL VERIFICATION (NVRA)","169","151","3","0","1","6","126","5","461"
"IN PERSON","36","24","0","0","7","1","11","0","79","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","4,440","1,738","27","8","802","62","1,778","24","8,879","1,129","MOVED OUT OF STATE","622","342","10","0","12","2","263","17","1,268"
"NVRA BY MAIL","77","80","1","0","22","4","52","1","237","11","OTHER","50","13","1","0","8","0","21","2","95"
"OTHER MEANS","232","162","3","1","57","4","86","0","545","1,021","VOTER REQUEST","7","2","0","0","2","0","6","0","17"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,196","714","13","0","39","13","511","10","2,496"
"SOCIAL SERVICES","20","3","0","0","1","0","10","0","34","8","","","","","","","","","",""
"VOLUNTEER","32","32","0","0","4","1","23","0","92","0","","","","","","","","","",""
"TOTAL","5,879","2,600","39","10","906","89","2,372","35","11,930","2,538","TOTAL","6,384","2,812","54","1","109","37","1,824","104","11,325"
