"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","4","0","0","1","0","1","0","13","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","95","62","2","0","7","0","45","0","211","2","COUNTY TRANSFER-OUT","341","115","2","1","3","2","70","6","540"
"DESIGNATED STATE AGENCIES","35","16","0","0","0","0","7","1","59","2","CRIMINAL CONVICTION","49","7","1","0","1","0","11","1","70"
"ELDERLY / DISABLED","34","6","0","0","3","0","4","0","47","0","DEATH NOTICE","568","202","0","0","3","0","44","4","821"
"FROM ANOTHER BOARD","4","3","0","0","1","0","2","0","10","0","DUPLICATE","84","45","1","0","0","0","26","3","159"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","31","10","1","0","0","2","6","0","50"
"IN PERSON","2","1","0","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","756","246","1","2","102","9","228","4","1,348","18","MOVED OUT OF STATE","45","35","0","0","1","0","16","3","100"
"NVRA BY MAIL","25","27","1","0","7","1","12","0","73","0","OTHER","19","2","0","0","1","0","3","0","25"
"OTHER MEANS","44","6","0","0","3","0","15","0","68","257","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","30","7","2","0","1","0","9","0","49"
"SOCIAL SERVICES","8","1","0","0","0","0","0","0","9","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,010","372","4","2","124","10","314","5","1,841","279","TOTAL","1,169","423","7","1","10","4","185","17","1,816"
