"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","29","12","1","0","5","0","11","1","59","9","COUNTY TRANSFER - OUT","53","26","1","0","1","0","15","1","97"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","38","21","0","0","1","0","5","1","66"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","3","3","0","0","0","0","1","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","5","0","0","0","0","0","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","181","42","1","0","28","1","42","4","299","27","MOVED OUT OF STATE","6","7","0","0","0","0","5","0","18"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","0","0","0","0","0","0","0","3"
"SOCIAL SERVICES","1","1","0","0","0","0","0","0","2","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","213","61","2","0","33","1","53","5","368","37","TOTAL","106","57","1","0","2","0","28","2","196"
