"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","5","6","0","0","1","0","0","0","12","1","COUNTY TRANSFER - OUT","12","19","2","0","0","0","4","0","37"
"DESIGNATED STATE AGENCIES","6","0","0","0","0","0","1","0","7","2","CRIMINAL CONVICTION","0","1","0","0","0","0","2","0","3"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","0","1","0","DEATH NOTICE","48","16","0","0","2","0","5","2","73"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","2","2","0","0","0","0","2","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","45","0","0","5","3","26","0","116","8","MOVED OUT OF STATE","4","4","0","0","0","0","2","0","10"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","2","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","0","1","0","6"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","51","54","0","0","6","3","29","0","143","11","TOTAL","69","45","2","0","2","0","16","2","136"
