"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","13","1","0","1","1","7","0","40","5","COUNTY TRANSFER - OUT","75","61","2","0","1","1","45","0","185"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","4","3","0","0","0","0","5","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","43","34","1","0","0","0","12","0","90"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","1","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","50","55","1","0","22","2","41","0","171","34","MOVED OUT OF STATE","3","6","1","0","0","0","1","0","11"
"NVRA BY MAIL","3","2","0","0","1","0","2","0","8","0","OTHER","1","2","0","0","0","0","1","0","4"
"OTHER MEANS","1","0","0","0","0","0","1","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","280","296","2","0","17","7","150","1","753"
"SOCIAL SERVICES","1","0","0","0","0","0","2","0","3","0","","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"TOTAL","75","72","2","0","25","3","54","0","231","40","TOTAL","407","402","6","0","18","8","214","1","1,056"
