"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","16","30","0","0","3","0","14","0","63","3","COUNTY TRANSFER - OUT","26","36","2","0","1","1","12","0","78"
"DESIGNATED STATE AGENCIES","2","2","0","0","0","0","0","0","4","1","CRIMINAL CONVICTION","3","6","0","0","0","0","3","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","24","27","0","0","0","0","4","0","55"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","2","DUPLICATE","1","1","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","1","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","55","92","1","0","28","2","43","0","221","30","MOVED OUT OF STATE","8","26","0","0","1","0","1","0","36"
"NVRA BY MAIL","0","7","0","0","0","3","2","1","13","0","OTHER","0","1","0","0","1","0","0","0","2"
"OTHER MEANS","18","23","0","0","6","0","6","0","53","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","9","0","0","3","0","5","0","23"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","94","155","1","0","37","6","67","1","361","36","TOTAL","68","106","2","0","6","1","25","0","208"
