"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","0","3","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","155","28","0","0","8","0","40","1","232","52","COUNTY TRANSFER - OUT","450","81","1","0","4","3","81","2","622"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","111","6","0","0","0","0","14","1","132"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","569","35","1","0","0","0","28","0","633"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","87","12","0","0","0","0","19","3","121"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","2","0","0","0","0","0","0","0","2"
"IN PERSON","1","1","0","0","1","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","652","141","3","0","68","2","152","2","1,020","168","MOVED OUT OF STATE","129","47","3","0","3","0","63","1","246"
"NVRA BY MAIL","0","1","0","0","0","0","0","0","1","1","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","17","1","0","0","0","0","3","0","21","4","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","196","17","4","0","0","0","27","3","247"
"SOCIAL SERVICES","2","0","0","0","0","0","1","0","3","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","831","173","3","0","77","2","196","3","1,285","226","TOTAL","1,546","198","9","0","7","3","234","10","2,007"
