"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","13","11","0","0","2","0","11","0","37","1","COUNTY TRANSFER - OUT","19","23","0","0","1","0","14","0","57"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","10","0","0","0","0","0","0","27"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","1","2","0","0","0","0","2","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","2","0","0","0","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","34","44","1","0","19","1","34","0","133","28","MOVED OUT OF STATE","7","7","0","0","0","0","3","0","17"
"NVRA BY MAIL","4","4","0","0","0","0","1","0","9","2","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","20","20","0","0","4","0","12","0","56","4","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","21","17","0","0","1","0","12","1","52"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","0","0","2","0","","","","","","","","","",""
"TOTAL","73","83","1","0","26","1","59","0","243","35","TOTAL","65","59","0","0","2","0","31","1","158"
