"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","15","28","0","0","7","1","10","0","61","3","COUNTY TRANSFER - OUT","65","54","2","0","2","1","26","4","154"
"DESIGNATED STATE AGENCIES","5","2","0","0","0","0","3","0","10","0","CRIMINAL CONVICTION","11","10","0","0","1","0","3","0","25"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","101","37","0","0","3","0","15","0","156"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","1","0","0","0","0","0","0","3"
"IN PERSON","5","2","0","0","0","0","1","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","112","105","1","0","31","6","84","0","339","13","MOVED OUT OF STATE","30","37","0","0","1","0","18","1","87"
"NVRA BY MAIL","8","15","0","0","4","0","7","0","34","0","OTHER","4","1","0","0","0","0","1","0","6"
"OTHER MEANS","2","0","0","0","0","0","1","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","30","24","0","0","1","1","4","0","60"
"SOCIAL SERVICES","1","0","0","0","0","0","2","0","3","0","","","","","","","","","",""
"VOLUNTEER","0","4","0","0","0","0","0","0","4","0","","","","","","","","","",""
"TOTAL","148","157","1","0","42","7","108","0","463","17","TOTAL","243","164","2","0","8","2","68","5","492"
