"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","5","0","0","4","0","12","9","BOARD ACTION","1","0","0","0","0","0","1"
"BY MAIL","836","297","3","17","356","6","1,515","292","CONFIRMATION MAIL","9","7","0","0","4","0","20"
"DESIGNATED STATE AGENCIES","18","15","1","0","10","0","44","102","COUNTY TRANSFER - OUT","3,533","1,258","22","63","1,238","23","6,137"
"ELDERLY / DISABLED / SOC SEC","263","62","5","2","122","6","460","11","CRIMINAL CONVICTION","428","56","3","2","81","7","577"
"FROM ANOTHER BOARD","17","9","0","0","10","1","37","71","DEATH NOTICE","2,552","1,158","5","2","394","34","4,145"
"PROVISIONAL BALLOT","5","3","0","0","1","0","9","3","DUPLICATE","285","69","4","2","70","10","440"
"IN PERSON","39","18","1","1","22","0","81","56","MAIL VERIFICATION (NVRA)","7,294","4,859","56","143","4,418","135","16,905"
"MOTOR VEHICLE ADMINISTRATION","7340","3007","59","171","3624","101","14,302","918","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","19","10","0","0","7","0","36","16","MOVED OUT OF STATE","880","719","9","15","436","20","2,079"
"ONLINE REGISTRATION","165","63","0","6","71","3","308","14","OTHER","73","17","1","1","35","3","130"
"OTHER MEANS","80","20","1","0","24","1","126","380","VOTER REQUEST","17","6","0","0","3","2","28"
"RECRUITING","0","0","0","0","1","0","1","1","","","","","","","","0"
"SOCIAL SERVICES","11","1","0","0","5","0","17","5","","","","","","","",""
"VOLUNTEER","124","26","0","1","70","0","221","0","","","","","","","",""
"TOTAL","8,920","3,536","70","198","4,327","118","17,169","1,878","TOTAL","15,072","8,149","100","228","6,679","234","30,462"
