"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","1","12","0","0","0","6","0","19","2","COUNTY TRANSFER - OUT","17","14","0","0","0","15","0","46"
"DESIGNATED STATE AGENCIES","7","18","0","0","0","10","0","35","4","CRIMINAL CONVICTION","0","0","0","0","0","2","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","7","3","0","0","0","2","0","12"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","0","DUPLICATE","1","1","0","0","0","0","0","2"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","14","21","0","0","1","15","0","51","1","MOVED OUT OF STATE","0","0","0","0","0","1","0","1"
"NVRA BY MAIL","7","10","0","0","1","9","0","27","1","OTHER","1","1","0","0","0","0","0","2"
"OTHER MEANS","3","2","0","0","0","1","0","6","32","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","1","0","0","0","1","0","6"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","35","64","0","0","2","41","0","142","40","TOTAL","30","20","0","0","0","21","0","71"
