"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","101","78","0","0","2","46","1","228","55","COUNTY TRANSFER - OUT","215","118","2","1","5","100","0","441"
"DESIGNATED STATE AGENCIES","6","1","0","0","0","1","0","8","2","CRIMINAL CONVICTION","11","4","1","0","0","4","0","20"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","556","312","1","0","0","103","0","972"
"FROM ANOTHER BOARD","1","2","0","0","0","2","0","5","1","DUPLICATE","4","4","0","0","0","1","0","9"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","9","5","0","0","0","3","0","17"
"IN PERSON","2","0","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","469","255","3","2","7","339","5","1,080","172","MOVED OUT OF STATE","40","45","0","0","1","24","0","110"
"NVRA BY MAIL","27","23","1","0","0","25","0","76","9","OTHER","3","1","0","0","1","1","0","6"
"OTHER MEANS","28","9","2","0","0","12","0","51","21","VOTER REQUEST","0","2","0","0","0","2","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","634","368","6","2","9","425","6","1,450","260","TOTAL","839","491","4","1","7","238","0","1,580"
