"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","34","14","1","0","0","12","0","61","7","COUNTY TRANSFER - OUT","15","26","0","0","1","11","2","55"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","2","0","0","0","0","2","0","4","0","DEATH NOTICE","26","17","0","1","0","6","0","50"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","2","0","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","524","438","4","0","4","356","2","1,328"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","103","103","1","1","2","90","1","301","37","MOVED OUT OF STATE","1","9","0","0","0","4","1","15"
"NVRA BY MAIL","1","7","0","0","0","4","0","12","0","OTHER","5","5","0","0","0","5","0","15"
"OTHER MEANS","6","2","0","0","0","4","0","12","0","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","4","0","0","0","0","0","5"
"SOCIAL SERVICES","3","5","0","0","0","3","0","11","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","149","132","2","1","2","115","1","402","44","TOTAL","574","500","4","1","5","382","5","1,471"
