"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","7","6","0","0","0","3","0","16","1","COUNTY TRANSFER - OUT","5","11","0","0","0","7","1","24"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","22","6","0","0","4","40","0","72"
"IN PERSON","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","15","14","0","0","0","10","0","39","4","MOVED OUT OF STATE","1","2","0","0","0","1","0","4"
"NVRA BY MAIL","0","1","0","0","1","0","0","2","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","0","0","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","1","0","2"
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","25","21","0","0","1","15","0","62","5","TOTAL","29","19","0","0","4","49","1","102"
