"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","3","8","0","0","0","11","0","22","2","COUNTY TRANSFER - OUT","15","17","2","0","0","8","0","42"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","25","0","0","0","1","1","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","1","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","31","28","0","0","0","19","3","81"
"IN PERSON","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","42","0","0","0","24","0","95","20","MOVED OUT OF STATE","3","2","0","0","0","2","0","7"
"NVRA BY MAIL","1","1","0","1","0","1","0","4","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","23","50","1","0","1","31","0","106","2","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","1","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","57","101","1","1","1","68","0","229","24","TOTAL","79","76","2","0","0","33","4","194"
