"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","0","0","0","0","1","0","4","14","BOARD ACTION","2","1","0","0","0","1","0","4"
"BY MAIL","2,023","741","15","1","19","762","15","3,576","1,774","COUNTY TRANSFER - OUT","3,428","1,286","27","1","29","1,169","51","5,991"
"DESIGNATED STATE AGENCIES","46","40","0","0","0","26","1","113","31","CRIMINAL CONVICTION","93","22","3","0","0","26","3","147"
"ELDERLY / DISABLED","13","0","0","0","0","3","0","16","18","DEATH NOTICE","1,737","777","3","1","0","226","20","2,764"
"FROM ANOTHER BOARD","82","20","0","0","0","8","1","111","78","DUPLICATE","215","48","0","0","0","46","3","312"
"PROVISIONAL BALLOT","5","0","0","0","1","0","0","6","212","MAIL VERIFICATION (NVRA)","6,449","3,093","55","1","60","2,653","321","12,632"
"IN PERSON","26","8","0","0","0","8","0","42","22","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","4,956","2,049","28","11","61","2,775","62","9,942","1,393","MOVED OUT OF STATE","2,285","1,265","16","0","13","907","19","4,505"
"NVRA BY MAIL","135","85","3","1","4","97","3","328","14","OTHER","79","27","0","0","3","35","2","146"
"OTHER MEANS","286","140","9","0","2","128","4","569","4,828","VOTER REQUEST","11","11","0","0","0","4","0","26"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,003","610","6","0","18","423","21","2,081"
"SOCIAL SERVICES","64","15","0","0","1","38","0","118","48","","","","","","","","",""
"VOLUNTEER","26","28","1","0","2","34","1","92","2","","","","","","","","",""
"TOTAL","7,665","3,126","56","13","90","3,880","87","14,917","8,434","TOTAL","15,303","7,140","110","3","123","5,490","440","28,609"
