"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","307","107","2","0","1","103","2","522","4","COUNTY TRANSFER-OUT","840","277","11","0","5","209","14","1,356"
"DESIGNATED STATE AGENCIES","16","5","0","0","0","3","0","24","0","CRIMINAL CONVICTION","7","2","0","0","0","2","0","11"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","0","DEATH NOTICE","338","112","1","0","0","30","6","487"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","8","1","0","0","0","4","0","13"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","3,740","1,338","31","1","30","1,190","62","6,392"
"IN PERSON","4","0","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","875","321","5","1","16","452","13","1,683","9","MOVED OUT OF STATE","196","155","2","0","2","58","3","416"
"NVRA BY MAIL","61","23","0","0","1","33","1","119","0","OTHER","44","10","0","0","1","10","0","65"
"OTHER MEANS","39","17","1","0","0","18","0","75","228","VOTER REQUEST","0","2","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","111","30","0","0","1","39","2","183"
"SOCIAL SERVICES","16","5","0","0","1","11","0","33","7","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,321","478","8","1","19","621","16","2,464","248","TOTAL","5,284","1,927","45","1","39","1,543","87","8,926"
