"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","3","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","415","60","2","0","3","109","3","592","259","COUNTY TRANSFER - OUT","434","76","0","0","4","98","19","631"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","9","0","0","0","0","0","0","9","13","DEATH NOTICE","76","17","0","0","0","3","9","105"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","63","DUPLICATE","122","7","0","0","0","19","2","150"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","6","MAIL VERIFICATION (NVRA)","1","2","0","0","0","0","0","3"
"IN PERSON","3","0","0","0","0","0","0","3","11","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","990","75","3","1","7","268","10","1,354","226","MOVED OUT OF STATE","183","30","1","0","0","41","8","263"
"NVRA BY MAIL","2","0","0","0","0","0","0","2","0","OTHER","7","0","0","0","0","4","2","13"
"OTHER MEANS","23","1","0","0","0","6","0","30","4,287","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","9","0","0","0","0","1","1","11"
"SOCIAL SERVICES","17","2","0","0","0","4","0","23","38","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,461","138","5","1","10","387","13","2,015","4,906","TOTAL","834","132","1","0","4","166","41","1,178"
