"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","75","53","1","0","1","38","2","170","0","COUNTY TRANSFER - OUT","87","56","0","0","0","44","1","188"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","0","3","0","CRIMINAL CONVICTION","7","4","0","0","0","5","1","17"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","60","35","0","0","0","7","3","105"
"FROM ANOTHER BOARD","1","0","0","0","0","1","0","2","1","DUPLICATE","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","40","33","0","0","1","11","1","86"
"IN PERSON","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","145","137","1","0","1","110","3","397","8","MOVED OUT OF STATE","28","24","1","0","1","9","0","63"
"NVRA BY MAIL","7","3","0","0","0","3","0","13","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","2","2","1","0","0","6","0","11","0","VOTER REQUEST","2","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","143","108","1","0","2","70","3","327"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","1","3","1","","","","","","","","",""
"TOTAL","234","196","3","0","2","158","6","599","10","TOTAL","367","260","2","0","4","148","9","790"
