"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","37","45","1","0","1","25","0","109","3","COUNTY TRANSFER - OUT","45","49","1","0","0","29","0","124"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","1","CRIMINAL CONVICTION","0","1","1","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","31","22","0","0","0","9","0","62"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","3","5","0","0","0","2","0","10"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","2","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","73","109","1","0","1","83","0","267","46","MOVED OUT OF STATE","7","21","0","0","0","16","0","44"
"NVRA BY MAIL","0","4","1","0","0","2","0","7","0","OTHER","1","1","0","0","0","1","0","3"
"OTHER MEANS","1","6","0","0","0","2","0","9","2","VOTER REQUEST","2","1","0","0","0","1","0","4"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","88","105","1","0","4","51","0","249"
"SOCIAL SERVICES","0","0","0","0","0","1","0","1","1","","","","","","","","",""
"VOLUNTEER","1","2","0","0","0","0","0","3","0","","","","","","","","",""
"TOTAL","115","166","3","0","2","115","0","401","54","TOTAL","177","205","3","0","4","110","0","499"
