"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","1","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","157","63","1","0","1","66","2","290","108","COUNTY TRANSFER - OUT","210","126","1","0","4","96","2","439"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","149","74","0","0","0","24","1","248"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","2","2","DUPLICATE","0","2","0","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","938","465","6","0","10","463","19","1,901"
"IN PERSON","1","2","0","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","237","112","1","1","1","163","6","521","51","MOVED OUT OF STATE","89","114","2","0","0","35","1","241"
"NVRA BY MAIL","2","1","0","0","0","0","0","3","0","OTHER","6","1","0","0","0","4","0","11"
"OTHER MEANS","32","15","0","0","1","9","1","58","29","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","87","25","0","0","2","18","1","133"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","431","194","2","1","3","239","9","879","190","TOTAL","1,479","808","9","0","16","640","24","2,976"
