"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","33","15","1","0","1","0","23","1","74","9","BOARD ACTION","11","2","0","0","0","1","4","0","18"
"BY MAIL","1,812","853","8","0","47","18","676","16","3,430","649","COUNTY TRANSFER - OUT","2,964","1,420","22","0","12","19","1,021","70","5,528"
"DESIGNATED STATE AGENCIES","43","12","0","0","0","0","16","1","72","1","CRIMINAL CONVICTION","169","29","2","0","0","1","53","1","255"
"ELDERLY / DISABLED","86","10","1","0","0","1","40","0","138","17","DEATH NOTICE","591","346","0","0","3","3","65","0","1,008"
"FROM ANOTHER BOARD","244","47","2","0","3","1","43","5","345","92","DUPLICATE","275","37","2","0","1","1","49","4","369"
"PROVISIONAL BALLOT","29","7","0","0","0","0","10","0","46","425","MAIL VERIFICATION (NVRA)","1,166","632","17","0","7","10","464","25","2,321"
"IN PERSON","258","139","0","0","3","3","83","5","491","149","MENTAL INCOMPETENCY","6","3","0","0","0","0","1","0","10"
"MOTOR VEHICLE ADMINISTRATION","3,195","1,555","29","2","51","51","1,784","34","6,701","938","MOVED OUT OF STATE","1,029","750","15","0","4","8","461","16","2,283"
"NVRA BY MAIL","50","56","0","0","0","0","40","0","146","17","OTHER","87","33","0","0","2","2","37","1","162"
"OTHER MEANS","436","93","5","0","4","1","129","7","675","2,373","VOTER REQUEST","4","5","0","0","0","0","0","0","9"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","2,136","1,550","16","0","17","24","900","447","5,090"
"SOCIAL SERVICES","9","3","0","0","1","0","5","0","18","7","","","","","","","","","",""
"VOLUNTEER","5","4","0","0","0","0","3","0","12","1","","","","","","","","","",""
"TOTAL","6,201","2,794","46","2","110","75","2,852","69","12,149","4,678","TOTAL","8,438","4,807","74","0","46","69","3,055","564","17,053"
