"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","20","0","0","0","0","11","0","48","1","COUNTY TRANSFER - OUT","22","16","1","0","0","0","16","1","56"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","0","DEATH NOTICE","1","3","0","0","0","0","0","0","4"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","2","3","0","0","0","0","1","0","6"
"IN PERSON","5","7","0","0","0","0","2","0","14","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","85","78","2","0","1","3","77","0","246","48","MOVED OUT OF STATE","6","11","0","0","0","0","1","1","19"
"NVRA BY MAIL","3","2","0","0","0","0","2","0","7","0","OTHER","3","5","0","0","0","0","4","0","12"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","3","0","0","0","0","0","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","113","107","2","0","1","3","93","0","319","49","TOTAL","35","41","1","0","0","0","22","2","101"
