"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","8","1","0","0","0","17","1","49","0","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","436","101","1","0","6","4","99","2","649","2","COUNTY TRANSFER-OUT","762","303","9","0","2","4","228","17","1,325"
"DESIGNATED STATE AGENCIES","8","3","0","0","0","0","0","0","11","0","CRIMINAL CONVICTION","14","4","0","0","0","0","0","0","18"
"ELDERLY / DISABLED","15","3","0","0","0","0","6","0","24","0","DEATH NOTICE","21","10","0","0","0","0","4","0","35"
"FROM ANOTHER BOARD","4","0","0","0","0","0","0","0","4","0","DUPLICATE","6","2","1","0","0","0","3","1","13"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","724","361","7","0","2","6","230","19","1,349"
"IN PERSON","77","24","0","0","1","1","20","1","124","1","MENTAL INCOMPETENCY","2","1","0","0","0","0","0","0","3"
"MOTOR VEHICLE ADMINISTRATION","541","207","4","1","5","7","208","5","978","4","MOVED OUT OF STATE","129","57","3","0","2","1","32","3","227"
"NVRA BY MAIL","11","5","0","0","0","0","7","0","23","0","OTHER","30","6","0","0","0","0","7","0","43"
"OTHER MEANS","14","3","0","0","1","0","2","1","21","27","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","868","396","6","0","1","4","275","23","1,573"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","1,129","355","6","1","13","12","359","10","1,885","34","TOTAL","2,558","1,140","26","0","7","15","780","63","4,589"
