"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","42","42","0","0","2","2","16","0","104","14","COUNTY TRANSFER - OUT","81","97","0","0","1","2","44","0","225"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","3","0","0","0","0","6","0","11"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","33","21","0","0","0","1","3","0","58"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","5","7","0","0","0","0","2","0","14","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","76","75","2","0","5","2","61","0","221","39","MOVED OUT OF STATE","13","20","0","0","0","1","5","0","39"
"NVRA BY MAIL","1","1","0","0","0","0","0","0","2","0","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","287","445","5","0","2","3","176","0","918"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","0","1","0","3","0","","","","","","","","","",""
"TOTAL","124","128","2","0","7","4","80","0","345","57","TOTAL","416","587","5","0","3","7","235","0","1,253"
