"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","0","0","0","0","0","1","0","3","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","172","111","1","0","9","4","73","0","370","17","COUNTY TRANSFER - OUT","139","104","0","0","2","1","71","2","319"
"DESIGNATED STATE AGENCIES","6","1","0","0","0","0","2","0","9","0","CRIMINAL CONVICTION","17","6","0","0","0","1","8","0","32"
"ELDERLY / DISABLED","5","2","0","0","0","0","4","0","11","0","DEATH NOTICE","184","122","0","0","0","1","26","0","333"
"FROM ANOTHER BOARD","12","4","0","0","0","0","0","0","16","0","DUPLICATE","4","3","0","0","0","0","0","0","7"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","43","27","0","0","1","1","8","0","80","11","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","185","135","3","0","5","2","164","0","494","107","MOVED OUT OF STATE","74","81","3","0","0","2","47","0","207"
"NVRA BY MAIL","4","3","0","0","0","0","6","0","13","0","OTHER","3","0","0","0","0","1","3","0","7"
"OTHER MEANS","3","0","0","0","0","0","2","1","6","0","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","1","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","433","283","4","0","15","7","260","1","1,003","136","TOTAL","421","317","3","0","2","7","155","2","907"
