"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","125","57","0","0","1","0","69","3","255","188","COUNTY TRANSFER - OUT","143","98","0","0","1","2","63","4","311"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","7","0","1","0","0","0","4","0","12"
"ELDERLY / DISABLED","0","0","0","0","0","0","1","0","1","0","DEATH NOTICE","38","22","0","0","0","0","4","0","64"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","3","MAIL VERIFICATION (NVRA)","402","240","9","0","4","2","204","6","867"
"IN PERSON","12","5","0","0","0","0","6","0","23","2","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","189","100","3","0","5","1","131","2","431","5","MOVED OUT OF STATE","175","152","0","0","0","1","91","2","421"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","2","2","OTHER","6","1","0","0","0","0","1","0","8"
"OTHER MEANS","27","9","1","0","0","0","13","1","51","15","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","113","63","0","0","1","0","49","164","390"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"TOTAL","357","172","4","0","6","1","223","6","769","216","TOTAL","884","577","10","0","6","5","416","176","2,074"
