"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","1","BOARD ACTION","5","1","0","0","0","0","0","0","6"
"BY MAIL","240","66","0","0","7","1","63","2","379","102","COUNTY TRANSFER - OUT","824","133","5","0","1","5","156","5","1,129"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","101","5","0","0","0","0","24","1","131"
"ELDERLY / DISABLED","42","0","1","0","0","0","17","0","60","0","DEATH NOTICE","38","5","0","0","0","0","0","0","43"
"FROM ANOTHER BOARD","24","5","0","0","0","0","3","1","33","2","DUPLICATE","258","26","1","0","1","1","44","2","333"
"PROVISIONAL BALLOT","6","0","0","0","0","0","1","0","7","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","17","3","0","0","1","0","5","0","26","19","MENTAL INCOMPETENCY","1","0","0","0","0","0","1","0","2"
"MOTOR VEHICLE ADMINISTRATION","462","77","1","0","3","6","145","4","698","180","MOVED OUT OF STATE","306","65","6","0","0","1","95","1","474"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","10","0","0","0","0","0","1","0","11"
"OTHER MEANS","130","22","1","0","0","1","38","2","194","296","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","925","173","3","0","11","8","272","9","1,401","602","TOTAL","1,544","235","12","0","2","7","321","9","2,130"
