"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","99","120","1","0","4","1","76","1","302","19","COUNTY TRANSFER - OUT","146","126","0","0","0","0","85","0","357"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","0","2","0","7","0","CRIMINAL CONVICTION","5","1","0","0","0","0","4","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","39","36","0","0","1","0","7","0","83"
"FROM ANOTHER BOARD","3","1","0","0","0","0","1","0","5","2","DUPLICATE","3","0","0","0","0","0","0","0","3"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","0","2","78","MAIL VERIFICATION (NVRA)","24","19","1","0","1","1","19","0","65"
"IN PERSON","26","29","0","0","0","1","10","1","67","75","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","179","163","3","0","6","9","141","0","501","53","MOVED OUT OF STATE","40","33","0","0","0","0","20","0","93"
"NVRA BY MAIL","6","12","0","0","0","0","5","0","23","1","OTHER","6","2","0","0","1","0","2","0","11"
"OTHER MEANS","7","3","0","0","0","0","3","0","13","5","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","2","0","0","0","0","1","0","3","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","325","332","4","0","10","11","239","2","923","234","TOTAL","263","217","1","0","3","1","137","0","622"
