"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","9","3","0","0","0","0","6","0","18","2","COUNTY TRANSFER - OUT","12","7","0","0","0","0","3","0","22"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","2","0","0","0","0","0","0","24"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","2","0","0","0","0","2","0","8"
"IN PERSON","0","1","0","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","29","11","0","0","1","0","6","0","47","5","MOVED OUT OF STATE","3","1","0","0","0","0","5","0","9"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","1","0","1"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","39","16","0","0","1","0","12","0","68","7","TOTAL","44","12","0","0","0","0","11","0","67"
