"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","2","0","0","0","0","1","2","0","5"
"BY MAIL","20","7","0","0","1","1","8","0","37","6","COUNTY TRANSFER - OUT","19","18","0","0","1","0","11","0","49"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","4","0","0","0","0","0","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","14","0","0","0","0","5","0","41"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","64","36","1","0","1","0","36","1","139","39","MOVED OUT OF STATE","0","0","0","0","0","0","1","0","1"
"NVRA BY MAIL","1","2","0","0","0","0","0","0","3","0","OTHER","7","7","0","0","0","0","4","0","18"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","5","2","0","0","0","0","2","0","9"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","1","0","0","0","0","0","0","1","1","","","","","","","","","",""
"TOTAL","90","46","1","0","2","1","44","1","185","48","TOTAL","58","45","0","0","1","1","25","0","130"
