"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","45","47","1","0","0","0","34","0","127","7","COUNTY TRANSFER - OUT","79","86","1","0","0","2","56","2","226"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","33","26","0","0","1","0","8","0","68"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","7","0","0","0","0","8","0","19","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","77","64","0","0","2","1","64","1","209","14","MOVED OUT OF STATE","8","12","1","0","2","2","8","1","34"
"NVRA BY MAIL","2","0","0","0","0","0","2","0","4","0","OTHER","1","1","0","0","1","0","0","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","285","431","4","0","2","5","179","15","921"
"SOCIAL SERVICES","1","1","0","0","1","0","1","0","4","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","130","119","1","0","3","1","109","1","364","22","TOTAL","406","557","6","0","6","9","251","18","1,253"
