"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","","WCP UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","WCP","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","108","22","0","0","0","11","0","141","99","BOARD ACTION","1","0","0","0","0","0","0","1"
"BY MAIL","1132","320","1","2","0","94","6","1,555","1,170","CONFIRMATION MAIL","14","3","0","0","0","1","1","19"
"DESIGNATED STATE AGENCIES","173","51","0","1","1","141","18","385","14","COUNTY TRANSFER - OUT","10,250","3,017","30","89","22","3,402","179","16,989"
"ELDERLY / DISABLED / SOC SEC","174","49","2","1","3","86","14","329","1","CRIMINAL CONVICTION","71","12","0","0","1","23","2","109"
"ERIC REPORT","5658","1642","17","51","14","2056","113","9,551","3","DEATH NOTICE","3,063","1,673","2","8","1","551","54","5,352"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","47","13","0","0","0","6","0","66"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","19,395","8,316","56","189","42","7,054","339","35,391"
"IN PERSON","16","7","0","0","0","3","0","26","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","8501","2907","47","163","67","6014","288","17,987","428","MOVED OUT OF STATE","655","520","1","5","1","215","7","1,404"
"NVRA BY MAIL","10","5","0","0","0","3","0","18","1","OTHER","66","12","0","0","1","28","3","110"
"ONLINE REGISTRATION","417","155","3","4","2","177","8","766","16","VOTER REQUEST","27","24","0","1","0","7","1","60"
"OTHER MEANS","145","42","0","0","0","111","4","302","29","","","","","","","","",""
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"SAME DAY REGISTRATION","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","12","21","0","1","0","2","0","36","0","","","","","","","","",""
"TOTAL","16,346","5,222","70","223","87","8,698","451","31,097","1,765","TOTAL","33,589","13,590","89","292","68","11,287","586","59,501"
