"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","27","5","0","1","7","0","40","9","BOARD ACTION","2","2","0","0","0","0","4"
"BY MAIL","953","424","8","9","399","18","1,811","238","CONFIRMATION MAIL","9","3","0","0","1","0","13"
"DESIGNATED STATE AGENCIES","5","4","1","0","5","0","15","10","COUNTY TRANSFER - OUT","5,178","2,259","41","79","2,091","58","9,706"
"ELDERLY / DISABLED / SOC SEC","251","80","0","0","97","8","436","8","CRIMINAL CONVICTION","8","1","0","0","0","0","9"
"FROM ANOTHER BOARD","5","1","0","0","0","0","6","7","DEATH NOTICE","1,866","921","1","12","282","21","3,103"
"PROVISIONAL BALLOT","131","37","1","1","27","3","200","235","DUPLICATE","64","23","0","0","17","3","107"
"IN PERSON","229","67","3","2","65","0","366","784","MAIL VERIFICATION (NVRA)","9,907","3,883","61","141","3,472","191","17,655"
"MOTOR VEHICLE ADMINISTRATION","9605","5301","93","299","5720","118","21,136","816","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","39","11","0","0","10","0","60","13","MOVED OUT OF STATE","388","224","5","6","151","10","784"
"ONLINE REGISTRATION","967","567","7","17","431","21","2,010","30","OTHER","34","7","0","1","19","3","64"
"OTHER MEANS","133","40","1","2","46","3","225","413","VOTER REQUEST","15","11","0","0","8","2","36"
"RECRUITING","0","0","0","0","0","0","0","5","","","","","","","",""
"SAME DAY REGISTRATION","5","6","0","0","6","0","17","3","","","","","","","",""
"SOCIAL SERVICES","27","7","0","1","15","0","50","45","","","","","","","",""
"VOLUNTEER","50","6","0","0","7","1","64","0","","","","","","","",""
"TOTAL","12,427","6,556","114","332","6,835","172","26,436","2,616","TOTAL","17,471","7,334","108","239","6,041","288","31,481"
