"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","5","0","0","4","0","12","9","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","377","211","1","1","188","13","791","167","CONFIRMATION MAIL","3","1","0","0","2","0","6"
"DESIGNATED STATE AGENCIES","17","14","0","0","9","0","40","364","COUNTY TRANSFER - OUT","3,711","1,536","25","54","1,633","47","7,006"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","5","CRIMINAL CONVICTION","226","56","1","0","83","1","367"
"FROM ANOTHER BOARD","33","11","0","0","11","2","57","49","DEATH NOTICE","3,490","1,342","4","8","501","49","5,394"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","DUPLICATE","89","45","0","3","35","4","176"
"IN PERSON","60","33","0","0","26","1","120","18","MAIL VERIFICATION (NVRA)","1,894","774","12","38","869","30","3,617"
"MOTOR VEHICLE ADMINISTRATION","9590","4606","45","198","5686","89","20,214","1,813","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","60","36","0","2","33","1","132","21","MOVED OUT OF STATE","557","395","4","9","286","10","1,261"
"ONLINE REGISTRATION","883","370","7","15","244","12","1,531","36","OTHER","70","13","3","0","32","0","118"
"OTHER MEANS","226","65","1","2","90","3","387","368","VOTER REQUEST","5","8","0","0","3","0","16"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SOCIAL SERVICES","36","11","0","0","20","0","67","32","","","","","","","",""
"VOLUNTEER","113","54","0","0","64","0","231","0","","","","","","","",""
"TOTAL","11,400","5,416","54","218","6,375","121","23,584","2,883","TOTAL","10,045","4,170","49","112","3,444","141","17,961"
