"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","54","31","0","0","2","22","2","111","17","COUNTY TRANSFER - OUT","35","13","0","0","0","11","2","61"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","1","1","1","DEATH NOTICE","11","8","0","0","0","2","0","21"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","2","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","1","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","0","2","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","81","52","2","0","1","49","0","185","41","MOVED OUT OF STATE","18","15","0","0","0","2","0","35"
"NVRA BY MAIL","1","4","0","0","0","0","0","5","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","3","2","0","0","0","5","0","10","31","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","3","1","0","0","0","2","0","6","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","2","0","2","0","","","","","","","","",""
"TOTAL","146","92","2","0","3","80","3","326","97","TOTAL","65","36","0","0","0","15","2","118"
