"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","2","BOARD ACTION","23","4","0","0","0","5","0","32"
"BY MAIL","375","59","4","0","2","102","3","545","167","COUNTY TRANSFER - OUT","905","116","6","0","5","162","4","1,198"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","6","0","0","0","0","0","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","15","3","0","0","0","1","0","19"
"FROM ANOTHER BOARD","2","0","0","0","0","0","0","2","0","DUPLICATE","8","1","1","0","0","1","0","11"
"PROVISIONAL BALLOT","13","1","0","0","0","3","0","17","200","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","1"
"IN PERSON","8","3","0","0","0","0","1","12","58","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","757","158","5","1","3","279","10","1,213","139","MOVED OUT OF STATE","20","9","0","0","1","13","0","43"
"NVRA BY MAIL","5","0","0","0","0","0","0","5","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","46","8","0","0","1","7","1","63","208","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","572","85","4","1","4","156","3","825"
"SOCIAL SERVICES","9","1","0","0","0","1","0","11","2","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","1","","","","","","","","",""
"TOTAL","1,215","230","9","1","6","392","15","1,868","777","TOTAL","1,550","218","11","1","10","340","7","2,137"
