"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","16","6","0","0","0","5","0","27","3","COUNTY TRANSFER - OUT","45","28","0","0","0","30","1","104"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","28","35","0","0","0","9","2","74"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","4","0","0","0","0","0","0","4"
"IN PERSON","2","2","0","0","0","1","0","5","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","37","29","1","0","3","23","0","93","2","MOVED OUT OF STATE","1","8","0","0","0","1","0","10"
"NVRA BY MAIL","0","2","0","0","0","0","0","2","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","1","0","0","0","0","0","1","29","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","4","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","57","40","1","0","3","29","0","130","42","TOTAL","79","71","0","0","0","40","3","193"
