"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","9","20","0","0","0","17","2","48","0","COUNTY TRANSFER - OUT","30","19","0","1","0","11","2","63"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","14","3","0","0","0","3","0","20"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","4","0","0","0","3","0","8","0","MAIL VERIFICATION (NVRA)","4","2","0","0","0","2","0","8"
"IN PERSON","0","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","78","63","0","1","1","68","0","211","1","MOVED OUT OF STATE","7","2","0","0","0","1","0","10"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","OTHER","0","2","0","0","0","1","0","3"
"OTHER MEANS","2","1","0","0","0","0","0","3","2","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","2","0","0","0","4","0","6"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","91","88","0","1","1","90","2","273","3","TOTAL","56","30","0","1","0","22","2","111"
