"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","3","0","0","0","0","0","5","2","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","168","96","2","0","3","89","5","363","237","COUNTY TRANSFER - OUT","309","164","1","0","1","145","5","625"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","109","54","0","0","0","18","0","181"
"FROM ANOTHER BOARD","3","1","0","0","0","2","0","6","2","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","2","209","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","51","9","0","0","0","14","1","75","406","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","177","99","0","0","1","138","1","416","74","MOVED OUT OF STATE","37","40","0","0","0","30","0","107"
"NVRA BY MAIL","1","2","1","0","1","3","1","9","6","OTHER","17","4","0","0","1","4","1","27"
"OTHER MEANS","8","8","0","0","0","6","0","22","62","VOTER REQUEST","1","1","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","1","0","0","0","1","0","5"
"SOCIAL SERVICES","3","0","0","0","0","1","0","4","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","416","218","3","0","5","253","8","903","998","TOTAL","477","264","1","0","2","200","6","950"
