"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","293","26","1","0","1","68","0","389","95","COUNTY TRANSFER - OUT","421","75","1","0","1","76","18","592"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","1","DEATH NOTICE","3","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","21","DUPLICATE","2","1","0","0","0","0","0","3"
"PROVISIONAL BALLOT","4","0","0","0","0","0","0","4","19","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","73","7","0","0","0","7","0","87","31","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","905","83","4","0","2","289","5","1,288","122","MOVED OUT OF STATE","129","36","0","0","1","23","6","195"
"NVRA BY MAIL","2","0","0","0","0","0","0","2","1","OTHER","2","0","0","0","0","1","0","3"
"OTHER MEANS","12","0","0","0","0","3","0","15","312","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","0","0","0","0","1","1","12"
"SOCIAL SERVICES","13","0","0","0","0","0","0","13","4","","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","0","1","3","0","","","","","","","","",""
"TOTAL","1,304","116","5","0","3","367","6","1,801","607","TOTAL","567","112","1","0","2","101","25","808"
