"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","1","0","0","0","0","0","0","1"
"BY MAIL","75","82","0","0","5","40","0","202","27","COUNTY TRANSFER - OUT","171","156","1","1","2","105","1","437"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","1","0","2","2","CRIMINAL CONVICTION","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","89","71","0","0","0","25","0","185"
"FROM ANOTHER BOARD","0","0","0","0","0","1","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","21","20","0","0","0","9","0","50"
"IN PERSON","10","15","0","0","1","3","0","29","12","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","170","150","1","2","1","171","2","497","14","MOVED OUT OF STATE","72","92","0","0","0","40","1","205"
"NVRA BY MAIL","7","4","0","0","0","5","0","16","2","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","1","0","0","0","0","2","0","3","0","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","106","104","1","0","2","100","1","314"
"SOCIAL SERVICES","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","264","252","1","2","7","224","2","752","58","TOTAL","460","443","2","1","4","282","3","1,195"
