"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","4","0","0","0","0","1","10","6","BOARD ACTION","28","6","0","0","0","6","0","40"
"BY MAIL","2,233","1,048","16","3","32","1,102","22","4,456","905","COUNTY TRANSFER - OUT","3,570","1,489","20","4","32","1,256","58","6,429"
"DESIGNATED STATE AGENCIES","9","11","0","0","0","8","0","28","12","CRIMINAL CONVICTION","26","7","0","0","0","13","0","46"
"ELDERLY / DISABLED","2","1","0","0","0","1","1","5","6","DEATH NOTICE","1,348","659","3","0","1","152","13","2,176"
"FROM ANOTHER BOARD","19","7","0","0","0","8","0","34","33","DUPLICATE","31","17","1","0","1","6","0","56"
"PROVISIONAL BALLOT","39","8","1","0","0","7","0","55","585","MAIL VERIFICATION (NVRA)","948","386","5","0","6","310","12","1,667"
"IN PERSON","495","154","1","0","3","112","4","769","1,661","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5,199","2,309","39","13","66","3,112","46","10,784","1,323","MOVED OUT OF STATE","625","507","6","0","5","280","12","1,435"
"NVRA BY MAIL","76","71","2","1","1","57","3","211","18","OTHER","42","19","0","0","2","24","1","88"
"OTHER MEANS","346","50","0","0","3","85","2","486","1,265","VOTER REQUEST","4","1","0","0","0","3","0","8"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,223","479","8","2","10","466","34","2,222"
"SOCIAL SERVICES","59","12","0","0","0","33","0","104","17","","","","","","","","",""
"VOLUNTEER","2","0","0","0","0","2","1","5","1","","","","","","","","",""
"TOTAL","8,484","3,675","59","17","105","4,527","80","16,947","5,832","TOTAL","7,845","3,570","43","6","57","2,516","130","14,167"
