"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","306","114","3","0","8","204","1","636","220","COUNTY TRANSFER - OUT","239","100","1","0","3","102","1","446"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","1","0","3","7","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","1","0","2","3","DEATH NOTICE","57","30","0","0","0","16","0","103"
"FROM ANOTHER BOARD","3","0","0","0","0","0","0","3","2","DUPLICATE","2","5","0","0","0","1","0","8"
"PROVISIONAL BALLOT","5","0","0","0","0","0","0","5","129","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","88","19","0","0","0","36","0","143","1,128","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,124","361","11","3","10","840","13","2,362","486","MOVED OUT OF STATE","147","87","3","0","2","73","0","312"
"NVRA BY MAIL","1","0","0","0","0","0","0","1","2","OTHER","1","1","0","0","0","2","0","4"
"OTHER MEANS","6","1","0","0","0","3","0","10","59","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","0","0","0","0","0","0","3"
"SOCIAL SERVICES","5","3","0","0","0","2","0","10","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","1,541","499","14","3","18","1,087","14","3,176","2,037","TOTAL","449","223","4","0","5","194","1","876"
