"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","75","13","1","2","23","4","118","109","BOARD ACTION","4","1","0","0","4","0","9"
"BY MAIL","1470","576","6","17","556","78","2,703","606","CONFIRMATION MAIL","29","25","0","1","18","1","74"
"DESIGNATED STATE AGENCIES","86","42","0","0","50","2","180","59","COUNTY TRANSFER - OUT","6,960","2,491","29","77","2,496","63","12,116"
"ELDERLY / DISABLED","166","56","0","0","64","7","293","8","CRIMINAL CONVICTION","132","35","1","2","56","0","226"
"FROM ANOTHER BOARD","41","26","0","1","7","3","78","35","DEATH NOTICE","1,601","671","2","6","242","17","2,539"
"PROVISIONAL BALLOT","28","3","0","0","1","0","32","7","DUPLICATE","91","46","0","2","29","4","172"
"IN PERSON","107","54","0","2","31","3","197","94","MAIL VERIFICATION (NVRA)","7,366","3,948","56","124","3,761","129","15,384"
"MOTOR VEHICLE ADMINISTRATION","12818","5171","93","325","6666","105","25,178","1,555","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","215","103","1","2","103","4","428","78","MOVED OUT OF STATE","1,087","942","10","18","532","37","2,626"
"ONLINE REGISTRATION","2449","897","20","63","1078","34","4,541","152","OTHER","38","18","0","0","19","0","75"
"OTHER MEANS","900","126","7","3","235","9","1,280","383","VOTER REQUEST","7","9","0","0","3","1","20"
"RECRUITING","1","2","0","1","0","0","4","2","","","","","","","","0"
"SOCIAL SERVICES","56","14","0","1","12","0","83","45","","","","","","","",""
"VOLUNTEER","383","39","2","3","116","1","544","0","","","","","","","",""
"TOTAL","18,795","7,122","130","420","8,942","250","35,659","3,133","TOTAL","17,315","8,186","98","230","7,160","252","33,241"
