"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","21","34","0","0","0","14","0","69","2","COUNTY TRANSFER - OUT","45","34","0","0","0","15","1","95"
"DESIGNATED STATE AGENCIES","4","2","0","0","0","0","0","6","0","CRIMINAL CONVICTION","2","2","0","0","0","1","0","5"
"ELDERLY / DISABLED","3","4","0","0","0","0","0","7","0","DEATH NOTICE","40","24","0","0","0","3","0","67"
"FROM ANOTHER BOARD","1","4","0","0","0","1","0","6","0","DUPLICATE","3","1","0","0","0","1","0","5"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","2","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","44","70","1","2","2","44","1","164","10","MOVED OUT OF STATE","3","4","0","0","0","2","1","10"
"NVRA BY MAIL","0","7","0","0","0","2","0","9","0","OTHER","2","1","0","0","0","1","0","4"
"OTHER MEANS","8","4","0","0","0","0","0","12","","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","1","0","0","0","1","0","3"
"SOCIAL SERVICES","3","0","0","0","0","2","0","5","0","","","","","","","","",""
"VOLUNTEER","22","12","0","0","0","1","0","35","0","","","","","","","","",""
"TOTAL","106","139","1","2","2","64","1","315","12","TOTAL","96","67","0","0","0","24","2","189"
