"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","24","15","1","0","2","6","1","49","0","COUNTY TRANSFER - OUT","27","15","0","0","0","9","0","51"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","21","10","0","0","0","1","0","32"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","3","12","0","0","0","0","1","16","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","11","17","1","1","0","5","3","38","8","MOVED OUT OF STATE","11","5","0","0","0","3","0","19"
"NVRA BY MAIL","2","4","0","0","0","0","0","6","0","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","0","3","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","2","0","4","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","44","48","2","1","2","17","5","119","9","TOTAL","59","30","0","0","0","13","0","102"
