"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","70","71","0","0","0","25","5","171","5","COUNTY TRANSFER - OUT","30","24","0","0","2","9","0","65"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","51","33","1","0","0","14","2","101"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","7","5","0","0","0","10","0","22"
"IN PERSON","6","3","0","0","0","1","0","10","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","55","69","1","0","3","65","13","206","0","MOVED OUT OF STATE","10","13","0","0","0","9","2","34"
"NVRA BY MAIL","0","2","0","0","0","0","0","2","0","OTHER","0","0","0","0","0","1","0","1"
"OTHER MEANS","0","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","1","0","0","0","2","0","5"
"SOCIAL SERVICES","0","0","0","0","0","5","0","5","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","132","148","1","0","3","96","18","398","6","TOTAL","100","77","1","0","2","45","4","229"
