"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","17","17","0","0","0","5","0","39","13","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","207","272","1","2","3","146","4","635","55","COUNTY TRANSFER - OUT","278","188","1","0","2","113","0","582"
"DESIGNATED STATE AGENCIES","11","7","0","0","0","6","0","24","1","CRIMINAL CONVICTION","5","3","0","0","0","3","0","11"
"ELDERLY / DISABLED","1","0","0","0","0","1","0","2","0","DEATH NOTICE","6","2","0","0","0","1","0","9"
"FROM ANOTHER BOARD","6","2","0","0","0","3","0","11","7","DUPLICATE","4","5","0","0","0","3","0","12"
"PROVISIONAL BALLOT","0","0","1","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","17","21","0","1","0","4","0","43","7","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","425","344","7","1","9","389","2","1,177","153","MOVED OUT OF STATE","33","38","0","0","1","21","0","93"
"NVRA BY MAIL","21","38","0","0","2","39","0","100","6","OTHER","8","3","0","0","0","0","0","11"
"OTHER MEANS","24","24","1","0","0","10","0","59","23","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","8","14","0","0","0","2","0","24","0","","","","","","","","",""
"TOTAL","737","739","10","4","14","605","6","2,115","265","TOTAL","334","239","1","0","3","141","0","718"
