"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","21","18","0","0","0","3","1","43","4","BOARD ACTION","0","0","0","0","0","1","0","1"
"BY MAIL","489","281","1","0","6","204","6","987","13","COUNTY TRANSFER-OUT","622","254","7","0","6","168","14","1,071"
"DESIGNATED STATE AGENCIES","82","15","1","0","0","14","1","113","1","CRIMINAL CONVICTION","17","8","0","0","0","5","0","30"
"ELDERLY / DISABLED","3","0","0","0","0","0","0","3","0","DEATH NOTICE","63","18","0","0","0","4","0","85"
"FROM ANOTHER BOARD","1","2","0","0","0","1","0","4","0","DUPLICATE","24","18","0","0","0","12","1","55"
"PROVISIONAL BALLOT","0","0","0","0","0","1","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","68","26","0","0","4","11","0","109","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","968","389","6","1","7","439","15","1,825","42","MOVED OUT OF STATE","45","44","0","0","0","19","0","108"
"NVRA BY MAIL","134","120","2","0","1","80","1","338","2","OTHER","21","9","0","0","0","12","0","42"
"OTHER MEANS","30","5","1","0","0","2","1","39","270","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","0","0","0","0","2","1","7","2","","","","","","","","",""
"VOLUNTEER","9","1","0","0","0","0","0","10","0","","","","","","","","",""
"TOTAL","1,809","857","11","1","18","757","26","3,479","335","TOTAL","792","352","7","0","6","221","15","1,393"
