"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","25","5","0","0","0","1","0","31","4","BOARD ACTION","5","1","0","0","0","3","0","9"
"BY MAIL","482","105","2","1","3","149","1","743","148","COUNTY TRANSFER - OUT","890","167","8","0","2","189","7","1,263"
"DESIGNATED STATE AGENCIES","3","2","0","0","0","3","1","9","0","CRIMINAL CONVICTION","36","4","0","0","0","7","0","47"
"ELDERLY / DISABLED","10","0","0","0","0","0","0","10","0","DEATH NOTICE","252","13","1","0","0","16","0","282"
"FROM ANOTHER BOARD","1","2","0","0","0","2","1","6","3","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","7","1","0","0","0","0","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","753","161","2","1","9","291","11","1,228","126","MOVED OUT OF STATE","63","15","0","0","0","24","2","104"
"NVRA BY MAIL","11","2","1","0","0","4","2","20","0","OTHER","0","0","0","0","0","2","0","2"
"OTHER MEANS","41","8","2","0","0","11","0","62","51","VOTER REQUEST","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","2"
"SOCIAL SERVICES","6","1","0","0","0","3","0","10","4","","","","","","","","",""
"VOLUNTEER","78","11","0","0","0","22","0","111","0","","","","","","","","",""
"TOTAL","1,418","298","7","2","12","486","16","2,239","336","TOTAL","1,250","200","9","0","2","241","9","1,711"
